customer_id,p_treatment,p_control,uplift
CUST_004898,0.063966006,0.019729597,0.044236407
CUST_004388,0.053913552,0.009685732,0.04422782
CUST_005396,0.13622524,0.09202575,0.04419949
CUST_003263,0.055285707,0.011107868,0.044177838
CUST_001775,0.07815807,0.034001585,0.044156488
CUST_007060,0.32760897,0.28347448,0.044134498
CUST_003715,0.13075878,0.08666735,0.044091426
CUST_005573,0.063527726,0.019577771,0.043949954
CUST_005985,0.13323064,0.089311466,0.043919176
CUST_004539,0.072997324,0.029081801,0.043915525
CUST_004613,0.18125573,0.13734998,0.04390575
CUST_002480,0.13223256,0.08840345,0.043829113
CUST_006865,0.052914225,0.009109789,0.043804437
CUST_002138,0.06636583,0.022605252,0.04376058
CUST_002709,0.08178071,0.038024366,0.043756343
CUST_007479,0.08606532,0.04234731,0.043718014
CUST_004244,0.08005683,0.036378704,0.043678127
CUST_005904,0.088821754,0.045150287,0.043671466
CUST_006741,0.0950098,0.051340036,0.04366976
CUST_007085,0.25780424,0.214171,0.043633237
CUST_007194,0.07409481,0.030480854,0.043613955
CUST_005989,0.0882195,0.044624586,0.043594915
CUST_006228,0.085472524,0.041925784,0.04354674
CUST_000243,0.04611822,0.002625968,0.04349225
CUST_007891,0.08773339,0.04427204,0.04346135
CUST_006079,0.19210653,0.14864564,0.04346089
CUST_005371,0.05380178,0.010532474,0.043269306
CUST_005502,0.059654336,0.016388284,0.04326605
CUST_003892,0.57879853,0.53553903,0.0432595
CUST_002827,0.1792254,0.13600068,0.043224722
CUST_006960,0.06550297,0.022302946,0.043200023
CUST_003658,0.04726374,0.004128983,0.04313476
CUST_002701,0.060427282,0.017391955,0.04303533
CUST_000045,0.064369276,0.021362092,0.043007184
CUST_001707,0.06422108,0.02134856,0.04287252
CUST_002893,0.07475934,0.031942595,0.042816747
CUST_004698,0.0889909,0.046238195,0.0427527
CUST_008029,0.0889909,0.046238195,0.0427527
CUST_002141,0.73307526,0.6904276,0.04264766
CUST_000534,0.045342177,0.002697124,0.042645052
CUST_006583,0.05666764,0.0140844695,0.04258317
CUST_004953,0.057543427,0.015113115,0.04243031
CUST_001684,0.101409175,0.05902074,0.042388435
CUST_007241,0.10015254,0.05794613,0.042206407
CUST_006328,0.10271869,0.060560122,0.042158566
CUST_005242,0.08453477,0.04241469,0.04212008
CUST_005052,0.13279608,0.090699,0.042097077
CUST_005193,0.05472329,0.012654073,0.042069215
CUST_008143,0.05764268,0.015665038,0.041977644
CUST_000142,0.62399983,0.58209544,0.04190439
CUST_002272,0.109425604,0.06757476,0.041850843
CUST_007942,0.27420375,0.23240998,0.041793764
CUST_000220,0.14050645,0.09875289,0.041753553
CUST_001965,0.07365456,0.031934474,0.04172009
CUST_001402,0.09786414,0.0562084,0.041655745
CUST_005618,0.052132573,0.010492789,0.041639782
CUST_006045,0.046498172,0.004913109,0.04158506
CUST_002461,0.04489279,0.0033295534,0.04156324
CUST_001328,0.11263164,0.07110857,0.04152307
CUST_003732,0.06760453,0.026120223,0.041484304
CUST_003024,0.078863636,0.037381798,0.041481838
CUST_001996,0.051082715,0.009672272,0.041410442
CUST_000297,0.092207715,0.05085238,0.041355334
CUST_007784,0.06813132,0.026776662,0.041354656
CUST_007254,0.050607976,0.009346791,0.041261185
CUST_001677,0.05259129,0.011370534,0.041220754
CUST_000245,0.0612409,0.020071419,0.04116948
CUST_004463,0.06702233,0.025856849,0.041165482
CUST_004727,0.055456217,0.014350777,0.04110544
CUST_004156,0.07759313,0.036602426,0.040990707
CUST_000889,0.050452262,0.009568839,0.040883422
CUST_001462,0.07236022,0.03155669,0.04080353
CUST_002670,0.1273069,0.086529024,0.04077787
CUST_003025,0.04294911,0.00218292,0.04076619
CUST_006615,0.05842492,0.017684313,0.04074061
CUST_000810,0.112301506,0.07157459,0.040726915
CUST_005564,0.11466163,0.07394086,0.04072077
CUST_003528,0.04540975,0.0047671683,0.040642582
CUST_005721,0.053807348,0.013294006,0.040513344
CUST_006542,0.11184641,0.07141101,0.040435396
CUST_007068,0.07245173,0.03206328,0.040388454
CUST_005623,0.067059405,0.026708681,0.040350724
CUST_006918,0.318784,0.2784515,0.040332496
CUST_001076,0.064743064,0.024523232,0.040219832
CUST_007363,0.06340037,0.023208736,0.040191635
CUST_003870,0.055675417,0.01553927,0.040136147
CUST_001079,0.068368115,0.028260134,0.04010798
CUST_005945,0.056488737,0.016410457,0.040078282
CUST_005457,0.06176901,0.021818921,0.039950088
CUST_000368,0.09846422,0.058521576,0.039942645
CUST_004455,0.094513565,0.05462317,0.039890394
CUST_005999,0.049033735,0.009202759,0.039830975
CUST_003305,0.05206525,0.012253666,0.03981158
CUST_007846,0.94327176,0.90346116,0.039810598
CUST_000952,0.08376812,0.043982305,0.039785817
CUST_006568,0.0643762,0.024594057,0.03978214
CUST_007456,0.044713743,0.0049367812,0.039776962
CUST_007371,0.041638933,0.0018739679,0.039764967
CUST_003371,0.041638933,0.0018739679,0.039764967
CUST_007530,0.078403816,0.03865238,0.039751437
CUST_000361,0.16295063,0.12323589,0.039714746
CUST_005777,0.047338832,0.0077002114,0.03963862
CUST_006619,0.051053103,0.011416003,0.0396371
CUST_002868,0.10260555,0.06300576,0.03959979
CUST_000552,0.14056626,0.10108897,0.03947729
CUST_001303,0.11612701,0.07678241,0.039344594
CUST_005937,0.11612701,0.07678241,0.039344594
CUST_003571,0.091437645,0.052135035,0.03930261
CUST_002024,0.051197052,0.011898708,0.039298344
CUST_001913,0.06991528,0.030653441,0.03926184
CUST_005967,0.0496404,0.010408629,0.03923177
CUST_002528,0.04985958,0.010746461,0.03911312
CUST_005363,0.059912164,0.020848047,0.039064117
CUST_004294,0.075146206,0.03613124,0.039014965
CUST_002605,0.08266765,0.04366908,0.03899857
CUST_003485,0.06667058,0.027685272,0.038985312
CUST_006370,0.06344902,0.024489494,0.038959526
CUST_001228,0.06344902,0.024489494,0.038959526
CUST_001169,0.061682537,0.0227455,0.03893704
CUST_007184,0.124140166,0.08521047,0.038929693
CUST_002953,0.11825561,0.07939563,0.03885998
CUST_003030,0.07387469,0.03502822,0.03884647
CUST_004969,0.04560491,0.0067676096,0.038837302
CUST_002715,0.05005202,0.01121746,0.03883456
CUST_000340,0.07101416,0.032211702,0.038802456
CUST_000493,0.039697483,0.00092436356,0.03877312
CUST_000897,0.042597897,0.0039898027,0.038608097
CUST_003856,0.051589347,0.01299188,0.03859747
CUST_005871,0.0708396,0.032259468,0.03858013
CUST_005016,0.047539562,0.008960174,0.03857939
CUST_006547,0.06543493,0.026891813,0.03854312
CUST_000451,0.22167951,0.18323635,0.038443163
CUST_003592,0.059836622,0.02139725,0.03843937
CUST_004593,0.10656236,0.06817777,0.038384594
CUST_007087,0.08249315,0.0441386,0.03835455
CUST_007702,0.86121017,0.82286197,0.038348198
CUST_001608,0.1680028,0.12965609,0.038346708
CUST_005693,0.05903761,0.020721607,0.038316004
CUST_000836,0.08628759,0.047978856,0.038308732
CUST_004297,0.049546946,0.01129296,0.038253985
CUST_006944,0.04405415,0.0059429873,0.038111165
CUST_006822,0.06374383,0.025652269,0.038091563
CUST_000338,0.0853298,0.047272205,0.038057595
CUST_005723,0.05784857,0.019877197,0.03797137
CUST_002728,0.04314868,0.0051966966,0.037951984
CUST_001301,0.05366522,0.01581324,0.03785198
CUST_005732,0.05816575,0.020327352,0.0378384
CUST_001666,0.047025204,0.009205755,0.03781945
CUST_004906,0.04343359,0.005622294,0.037811298
CUST_007127,0.07264064,0.034839734,0.037800908
CUST_005540,0.81215227,0.7743724,0.037779868
CUST_006766,0.06598196,0.028212056,0.037769906
CUST_007684,0.05785703,0.020121595,0.037735432
CUST_001864,0.048191257,0.010525356,0.0376659
CUST_001376,0.11589369,0.07823926,0.03765443
CUST_008183,0.048141196,0.01052257,0.037618626
CUST_002630,0.0375457,0.0001538394,0.03739186
CUST_006460,0.048845936,0.011461464,0.037384473
CUST_007434,0.059756383,0.022398444,0.03735794
CUST_003284,0.08969428,0.052356385,0.03733789
CUST_000592,0.05465434,0.017385177,0.037269164
CUST_006269,0.810597,0.773344,0.037253022
CUST_000085,0.06638655,0.029150985,0.037235565
CUST_005256,0.0535196,0.016348477,0.03717112
CUST_005420,0.055074878,0.017981233,0.037093647
CUST_000203,0.057516012,0.020455424,0.03706059
CUST_002137,0.044222917,0.0072348523,0.036988065
CUST_000550,0.041688625,0.0047015287,0.036987096
CUST_003303,0.34238005,0.30542114,0.036958903
CUST_006047,0.038727663,0.0018559687,0.036871694
CUST_001659,0.04527349,0.008433986,0.036839504
CUST_001983,0.04527349,0.008433986,0.036839504
CUST_004172,0.041524667,0.0047036265,0.03682104
CUST_006310,0.057913084,0.021098034,0.036815047
CUST_004112,0.04885689,0.012150987,0.036705904
CUST_004631,0.39212823,0.35550895,0.036619276
CUST_001083,0.1518873,0.11526968,0.036617614
CUST_001827,0.06945682,0.032858286,0.036598537
CUST_002618,0.09748614,0.06093783,0.03654831
CUST_006584,0.054097906,0.017561393,0.036536515
CUST_005735,0.1587178,0.12219015,0.03652765
CUST_003908,0.1587178,0.12219015,0.03652765
CUST_007925,0.087600745,0.051085293,0.036515452
CUST_002419,0.053467955,0.017001774,0.03646618
CUST_002562,0.6113263,0.57491887,0.03640741
CUST_003437,0.044520687,0.00812084,0.03639985
CUST_000938,0.04328209,0.006943151,0.03633894
CUST_002177,0.052886367,0.01656804,0.036318325
CUST_003392,0.81850195,0.7822256,0.03627634
CUST_003769,0.04036647,0.00409425,0.03627222
CUST_004916,0.05031739,0.014046731,0.03627066
CUST_001503,0.0482477,0.012030289,0.03621741
CUST_005006,0.10930505,0.0731247,0.036180347
CUST_005491,0.052480083,0.016304016,0.036176067
CUST_004824,0.0504646,0.014301536,0.036163066
CUST_006007,0.10512227,0.06899492,0.03612735
CUST_005700,0.040789112,0.0047292267,0.036059886
CUST_001675,0.078172095,0.042181786,0.03599031
CUST_005309,0.08594195,0.04996563,0.035976317
CUST_008190,0.04365866,0.007702292,0.035956368
CUST_006861,0.046744905,0.01084982,0.035895087
CUST_003427,0.083052196,0.047174543,0.035877652
CUST_006786,0.043125674,0.0072745862,0.035851087
CUST_007348,0.08256399,0.04675133,0.035812657
CUST_007742,0.08209214,0.04628428,0.035807863
CUST_005438,0.03902292,0.0032723977,0.03575052
CUST_001130,0.061444964,0.025722023,0.03572294
CUST_005843,0.04560773,0.009934866,0.035672866
CUST_003450,0.08485945,0.049203686,0.035655767
CUST_004685,0.112434976,0.07682278,0.035612196
CUST_004505,0.057937253,0.022346059,0.035591193
CUST_003526,0.050547197,0.014960459,0.035586737
CUST_001266,0.052604146,0.017037243,0.035566904
CUST_005658,0.039727543,0.0042230487,0.035504494
CUST_008098,0.053401012,0.017945634,0.035455376
CUST_001475,0.05020812,0.014918378,0.035289742
CUST_001434,0.04661213,0.011391672,0.035220455
CUST_007408,0.09589444,0.060681522,0.03521292
CUST_001311,0.09313533,0.057944342,0.035190985
CUST_001485,0.06619261,0.031037198,0.035155416
CUST_002858,0.03994012,0.0049290103,0.03501111
CUST_007466,0.10621935,0.07127283,0.034946524
CUST_005661,0.03932018,0.0045051947,0.034814984
CUST_003322,0.03582863,0.001031337,0.034797296
CUST_000267,0.046384756,0.011624158,0.034760598
CUST_004571,0.09368422,0.05897565,0.034708567
CUST_001018,0.11192004,0.07721722,0.034702815
CUST_004649,0.38694596,0.3522902,0.03465575
CUST_000648,0.058393802,0.023799801,0.034594
CUST_001576,0.047000274,0.012413574,0.034586698
CUST_001437,0.09409288,0.059537485,0.034555398
CUST_007662,0.095399015,0.06090707,0.034491945
CUST_002356,0.096373156,0.062006835,0.03436632
CUST_001314,0.053004134,0.018704832,0.034299303
CUST_007119,0.07812098,0.04383969,0.034281287
CUST_005233,0.06959988,0.03531999,0.03427989
CUST_001363,0.038874917,0.004630072,0.034244843
CUST_005083,0.049073048,0.014835795,0.03423725
CUST_004876,0.040258057,0.006039837,0.034218222
CUST_003899,0.043670535,0.009532615,0.03413792
CUST_001244,0.05162109,0.017548474,0.034072615
CUST_002746,0.040722605,0.006661827,0.034060776
CUST_007652,0.0816169,0.047630355,0.033986546
CUST_003445,0.045767035,0.011889188,0.03387785
CUST_002055,0.045671493,0.0118032945,0.033868197
CUST_005445,0.048215576,0.01434756,0.033868015
CUST_000675,0.11124819,0.077400394,0.033847794
CUST_006804,0.046024583,0.012191825,0.03383276
CUST_003845,0.95869124,0.92488724,0.033804
CUST_008075,0.072034486,0.03823196,0.033802524
CUST_006917,0.07144204,0.037661206,0.03378083
CUST_002139,0.049954303,0.016277187,0.033677116
CUST_007865,0.05308574,0.019413384,0.033672355
CUST_008120,0.4797518,0.4460897,0.03366208
CUST_001583,0.04301108,0.0094215665,0.033589512
CUST_002525,0.13154076,0.09797952,0.033561237
CUST_005330,0.13154076,0.09797952,0.033561237
CUST_003173,0.055197507,0.021643203,0.033554304
CUST_004988,0.076168895,0.04264433,0.033524565
CUST_003034,0.04972993,0.016233997,0.033495933
CUST_002726,0.050522555,0.017030392,0.033492163
CUST_003679,0.1597703,0.12633036,0.033439934
CUST_000016,0.043365292,0.00995765,0.033407643
CUST_005609,0.049744714,0.016399557,0.033345155
CUST_007041,0.095355466,0.06213778,0.033217687
CUST_007646,0.049120165,0.015908161,0.033212006
CUST_001050,0.062699825,0.02954162,0.033158205
CUST_007176,0.08477876,0.051663958,0.033114806
CUST_004557,0.04564438,0.012584279,0.0330601
CUST_007114,0.12675026,0.09369762,0.03305264
CUST_007796,0.12675026,0.09369762,0.03305264
CUST_003951,0.040418565,0.0073871515,0.033031415
CUST_002257,0.1504643,0.11745479,0.033009507
CUST_000881,0.055692017,0.022712708,0.03297931
CUST_001265,0.117440924,0.08447391,0.032967016
CUST_006902,0.059010632,0.026044225,0.032966405
CUST_003602,0.06807738,0.03515195,0.032925427
CUST_007825,0.09542896,0.06253537,0.03289359
CUST_000188,0.044008605,0.011116848,0.032891758
CUST_005115,0.044384975,0.011504179,0.032880798
CUST_002873,0.051038455,0.018185401,0.032853052
CUST_002924,0.06328672,0.03046924,0.032817483
CUST_002886,0.043165535,0.010360952,0.032804582
CUST_004812,0.03331171,0.00056153256,0.032750178
CUST_005207,0.06478625,0.032060236,0.032726012
CUST_000453,0.044889487,0.012168514,0.032720976
CUST_001951,0.03385798,0.001175728,0.03268225
CUST_006492,0.057595067,0.024912868,0.0326822
CUST_004081,0.39875555,0.36609316,0.03266239
CUST_005203,0.15614669,0.1235197,0.032626994
CUST_000821,0.045058228,0.012464459,0.032593768
CUST_002174,0.056581814,0.023994805,0.032587007
CUST_001243,0.04867605,0.016106145,0.032569908
CUST_001448,0.080413185,0.047853906,0.03255928
CUST_003329,0.08437439,0.051828794,0.032545596
CUST_007903,0.04712889,0.01458933,0.03253956
CUST_006496,0.105985194,0.073480286,0.03250491
CUST_000773,0.06345409,0.030970862,0.032483228
CUST_000250,0.054573182,0.02210045,0.03247273
CUST_004268,0.08842359,0.055970162,0.032453425
CUST_007482,0.076380886,0.043927833,0.032453053
CUST_004990,0.043903735,0.011462155,0.03244158
CUST_001792,0.043628115,0.011191807,0.032436308
CUST_001749,0.07207179,0.03964994,0.03242185
CUST_007632,0.052398313,0.019995859,0.032402456
CUST_004553,0.10990626,0.0775671,0.032339163
CUST_005675,0.099372976,0.06704718,0.032325797
CUST_002581,0.04840487,0.016099898,0.032304972
CUST_002682,0.068872005,0.036600333,0.032271672
CUST_001025,0.044555973,0.01232505,0.03223092
CUST_007324,0.073459566,0.04124872,0.032210846
CUST_007187,0.041671578,0.009537635,0.032133944
CUST_001548,0.04378365,0.011678421,0.03210523
CUST_005771,0.057868112,0.025788937,0.032079175
CUST_004169,0.042085085,0.010014143,0.032070942
CUST_006574,0.042262275,0.010213777,0.032048497
CUST_006341,0.035883706,0.0039042153,0.03197949
CUST_005400,0.049457517,0.01748807,0.031969447
CUST_004777,0.038225096,0.006257692,0.031967405
CUST_006263,0.113027744,0.081074834,0.03195291
CUST_000439,0.060738396,0.028821494,0.0319169
CUST_002625,0.19255994,0.16064836,0.03191158
CUST_001565,0.14676738,0.11487828,0.031889096
CUST_002162,0.1003228,0.06848009,0.03184271
CUST_004125,0.07155579,0.0397519,0.031803895
CUST_006107,0.06618113,0.03439492,0.03178621
CUST_001791,0.080522984,0.04874148,0.031781506
CUST_001042,0.13962713,0.10789569,0.03173144
CUST_005588,0.03363556,0.0019063044,0.031729255
CUST_007614,0.056990415,0.02528739,0.031703025
CUST_006662,0.048085846,0.016388245,0.0316976
CUST_001558,0.10265048,0.07099686,0.03165362
CUST_007215,0.039148606,0.007508637,0.03163997
CUST_003076,0.041106816,0.009495225,0.03161159
CUST_005659,0.11827747,0.08666728,0.03161019
CUST_006543,0.108692475,0.077089585,0.03160289
CUST_007192,0.049009413,0.017484015,0.031525396
CUST_008137,0.036351893,0.004905236,0.031446658
CUST_005930,0.03883347,0.00739775,0.03143572
CUST_007134,0.050647393,0.019234838,0.031412557
CUST_004862,0.041545488,0.010171813,0.031373676
CUST_003711,0.10515838,0.07380306,0.03135532
CUST_005364,0.07442057,0.0430825,0.03133807
CUST_003474,0.1480646,0.11677028,0.031294316
CUST_006687,0.041132957,0.009855076,0.03127788
CUST_007182,0.16470893,0.13343291,0.031276017
CUST_007592,0.09613672,0.064896755,0.031239964
CUST_000788,0.073537596,0.04230827,0.031229325
CUST_002428,0.048355144,0.017130468,0.031224675
CUST_007500,0.04684435,0.015620441,0.031223908
CUST_005619,0.068364926,0.03714251,0.031222414
CUST_007452,0.07813102,0.046966176,0.031164844
CUST_004025,0.041145384,0.009991491,0.031153893
CUST_003004,0.055534728,0.024481079,0.03105365
CUST_003238,0.049147956,0.018129025,0.031018931
CUST_006899,0.14114486,0.11019425,0.030950606
CUST_004512,0.036385518,0.0054365364,0.030948982
CUST_007842,0.046685968,0.015761435,0.030924533
CUST_005844,0.03906057,0.008147392,0.030913178
CUST_001405,0.057383925,0.026476614,0.03090731
CUST_005139,0.051709976,0.020857118,0.030852858
CUST_005379,0.09037095,0.059577614,0.030793339
CUST_005062,0.17289777,0.14214766,0.03075011
CUST_004583,0.031914733,0.0012306102,0.030684123
CUST_003122,0.05210812,0.021480186,0.030627934
CUST_003187,0.07544593,0.04482291,0.030623019
CUST_002816,0.07544593,0.04482291,0.030623019
CUST_005013,0.26480198,0.2342067,0.030595273
CUST_005557,0.28906232,0.25846952,0.0305928
CUST_001386,0.04119532,0.010603899,0.030591423
CUST_005846,0.13998196,0.1094319,0.030550055
CUST_007719,0.0749834,0.044440612,0.03054279
CUST_003599,0.043399002,0.012899417,0.030499585
CUST_002381,0.030601408,0.00010494109,0.030496467
CUST_000187,0.061509743,0.031036476,0.030473268
CUST_003165,0.052691326,0.022220185,0.03047114
CUST_000089,0.056980237,0.026516588,0.030463649
CUST_006898,0.035473946,0.0050558806,0.030418066
CUST_006565,0.03526779,0.0048686047,0.030399185
CUST_004733,0.06120079,0.030870048,0.030330742
CUST_004499,0.184633,0.15431315,0.030319855
CUST_005703,0.059235558,0.028954402,0.030281156
CUST_004183,0.047067318,0.016803922,0.030263396
CUST_006185,0.041870166,0.01161058,0.030259587
CUST_006903,0.059168227,0.028932128,0.030236099
CUST_004382,0.047528993,0.017294738,0.030234255
CUST_007691,0.054860447,0.02465545,0.030204996
CUST_007801,0.05395024,0.023805087,0.030145152
CUST_002391,0.033407148,0.0033583827,0.030048765
CUST_005760,0.052683037,0.022686284,0.029996753
CUST_002897,0.074680105,0.044706307,0.029973798
CUST_008048,0.060105525,0.030166203,0.029939322
CUST_005524,0.07438822,0.044507403,0.029880818
CUST_000384,0.10106436,0.07121006,0.029854305
CUST_003379,0.040395603,0.010563135,0.029832467
CUST_004084,0.05773252,0.027900575,0.029831944
CUST_007088,0.04409652,0.014333661,0.029762857
CUST_003090,0.031895857,0.0021407309,0.029755127
CUST_007568,0.384103,0.3543867,0.029716313
CUST_003907,0.059392903,0.029676955,0.029715948
CUST_004795,0.108975366,0.079329245,0.029646121
CUST_007082,0.050812475,0.021180976,0.0296315
CUST_002147,0.045837164,0.01625914,0.029578025
CUST_004254,0.10625301,0.076725036,0.029527977
CUST_005201,0.102461085,0.07296174,0.029499345
CUST_005614,0.52040863,0.4909228,0.029485822
CUST_000375,0.055535108,0.026095685,0.029439423
CUST_003681,0.07386867,0.04445148,0.02941719
CUST_002224,0.048752263,0.019348899,0.029403364
CUST_000643,0.09930524,0.06994471,0.029360533
CUST_006015,0.035222746,0.00589246,0.029330287
CUST_003391,0.043711774,0.0143963955,0.029315379
CUST_008091,0.0963699,0.06713466,0.029235236
CUST_002500,0.12194894,0.09281676,0.02913218
CUST_006042,0.07455226,0.045449678,0.029102582
CUST_002326,0.047711514,0.018631155,0.02908036
CUST_004935,0.5921198,0.5630414,0.029078424
CUST_002548,0.040926263,0.011850786,0.029075477
CUST_001504,0.053617463,0.024561193,0.02905627
CUST_001955,0.1877631,0.15872158,0.029041514
CUST_007078,0.03399435,0.004956969,0.029037382
CUST_007103,0.044039562,0.015111286,0.028928276
CUST_003642,0.09689465,0.06806372,0.02883093
CUST_001411,0.04112913,0.012318828,0.028810304
CUST_006149,0.03297188,0.004162774,0.028809108
CUST_005850,0.05686197,0.02806191,0.028800061
CUST_003963,0.05563774,0.026903208,0.028734531
CUST_001989,0.14952232,0.12079547,0.028726846
CUST_003454,0.04836182,0.019636447,0.028725373
CUST_008193,0.0318156,0.003104522,0.028711077
CUST_000768,0.057134632,0.028433036,0.028701596
CUST_008090,0.3265952,0.2978944,0.028700799
CUST_006030,0.049894437,0.021230778,0.02866366
CUST_002410,0.6505399,0.6219191,0.02862078
CUST_001159,0.050573573,0.022000376,0.028573196
CUST_006740,0.07121277,0.04269669,0.02851608
CUST_007833,0.1349761,0.10647487,0.028501235
CUST_000370,0.032665763,0.0041826214,0.028483141
CUST_007038,0.07565287,0.047205158,0.02844771
CUST_001133,0.036821224,0.0084095895,0.028411634
CUST_005461,0.061102524,0.03281452,0.028288003
CUST_005769,0.033487905,0.0052195736,0.028268332
CUST_001426,0.040407646,0.012191446,0.028216202
CUST_005296,0.8634426,0.83525366,0.028188944
CUST_006340,0.11462867,0.08648568,0.028142996
CUST_000412,0.11462867,0.08648568,0.028142996
CUST_002196,0.040877644,0.012741211,0.028136432
CUST_006217,0.034314062,0.006208196,0.028105866
CUST_004762,0.03908874,0.011004854,0.028083887
CUST_003020,0.23291047,0.20483224,0.028078228
CUST_001900,0.031863406,0.0038886429,0.027974764
CUST_000984,0.12993525,0.10200903,0.027926221
CUST_002035,0.05138746,0.023477066,0.027910393
CUST_004296,0.05138746,0.023477066,0.027910393
CUST_000575,0.30378306,0.2759914,0.02779165
CUST_001388,0.0311544,0.0034120816,0.027742319
CUST_002737,0.029551717,0.001851194,0.027700523
CUST_006285,0.04230232,0.014624991,0.027677331
CUST_006963,0.0417056,0.014042876,0.027662724
CUST_006379,0.033433113,0.0058118287,0.027621284
CUST_006066,0.056876674,0.0292764,0.027600273
CUST_005973,0.17063999,0.14307792,0.027562067
CUST_005605,0.046169367,0.018610075,0.027559292
CUST_003088,0.047173053,0.019644545,0.027528508
CUST_005342,0.0672868,0.039763905,0.027522892
CUST_004621,0.043915436,0.016441373,0.027474063
CUST_006490,0.042367376,0.014979859,0.027387518
CUST_007927,0.12219855,0.09484114,0.027357414
CUST_004381,0.044932943,0.017602807,0.027330136
CUST_000531,0.03875711,0.01143037,0.027326738
CUST_001404,0.049231708,0.021931825,0.027299883
CUST_007895,0.039487988,0.012206315,0.027281672
CUST_002062,0.040136836,0.012889744,0.027247094
CUST_008191,0.081768535,0.054612067,0.027156468
CUST_003050,0.02933022,0.0022633441,0.027066875
CUST_002555,0.028141508,0.0011459193,0.026995588
CUST_000102,0.69897014,0.67198336,0.026986778
CUST_000097,0.041935056,0.015040652,0.026894405
CUST_006014,0.041935056,0.015040652,0.026894405
CUST_007989,0.2241257,0.19724897,0.026876733
CUST_006261,0.041075468,0.014235783,0.026839685
CUST_005891,0.08954868,0.06276221,0.026786469
CUST_000646,0.037303943,0.010597203,0.02670674
CUST_005397,0.30480155,0.27821866,0.026582897
CUST_005851,0.061982203,0.035423063,0.02655914
CUST_004435,0.028891014,0.0023485145,0.0265425
CUST_007861,0.040306345,0.01377775,0.026528595
CUST_000289,0.121023506,0.094520666,0.02650284
CUST_007152,0.042231686,0.015929256,0.02630243
CUST_007159,0.044532403,0.018285198,0.026247205
CUST_008011,0.054137778,0.027922276,0.026215501
CUST_006712,0.03826178,0.012046559,0.02621522
CUST_000003,0.030863622,0.0046748105,0.026188811
CUST_004145,0.099509,0.07334474,0.026164263
CUST_006336,0.044237643,0.018087571,0.026150072
CUST_003736,0.037132226,0.010988186,0.026144039
CUST_002929,0.042090047,0.015948895,0.026141152
CUST_004401,0.039099686,0.012985444,0.026114242
CUST_003268,0.0443115,0.01820258,0.02610892
CUST_003082,0.04268035,0.016625788,0.026054561
CUST_005555,0.07908189,0.053049833,0.02603206
CUST_001048,0.05257857,0.02656548,0.02601309
CUST_004082,0.048775576,0.02283636,0.025939217
CUST_002716,0.045113713,0.019197544,0.025916168
CUST_003609,0.027862797,0.0019738711,0.025888925
CUST_000741,0.056411095,0.030527648,0.025883447
CUST_001250,0.032524448,0.0066592977,0.02586515
CUST_006385,0.036031,0.010216714,0.025814287
CUST_005612,0.037800137,0.012008629,0.025791507
CUST_000006,0.04256582,0.016832346,0.025733473
CUST_005586,0.05883993,0.033108767,0.025731161
CUST_002207,0.22866182,0.20295933,0.025702491
CUST_007910,0.03934081,0.013668196,0.025672613
CUST_006711,0.04572702,0.020201433,0.025525585
CUST_001413,0.0810067,0.05549524,0.025511459
CUST_006430,0.03196109,0.006505012,0.025456078
CUST_004070,0.0921803,0.06678049,0.025399804
CUST_006983,0.044871595,0.019538106,0.025333488
CUST_002934,0.03346333,0.00814465,0.025318678
CUST_007534,0.02952852,0.004264074,0.025264446
CUST_004522,0.03810636,0.012890356,0.025216004
CUST_004039,0.1000983,0.074898414,0.025199883
CUST_002352,0.04048643,0.015299722,0.025186706
CUST_003618,0.036010467,0.010829829,0.025180638
CUST_000929,0.33761072,0.3124334,0.02517733
CUST_002466,0.12623459,0.10107739,0.025157198
CUST_002782,0.048405066,0.023249881,0.025155185
CUST_002916,0.03121107,0.0060633733,0.025147697
CUST_007368,0.041694313,0.016629329,0.025064984
CUST_008167,0.062280934,0.03723278,0.025048155
CUST_002432,0.04527174,0.020225646,0.025046093
CUST_000682,0.06925809,0.04429451,0.024963576
CUST_003833,0.05065808,0.025771331,0.02488675
CUST_000055,0.04380546,0.018944547,0.024860915
CUST_003493,0.07148717,0.04663202,0.024855152
CUST_002058,0.03242253,0.0075884224,0.02483411
CUST_006409,0.04452447,0.019769749,0.02475472
CUST_004801,0.03301368,0.008261539,0.02475214
CUST_000448,0.038999725,0.0142676085,0.024732117
CUST_001337,0.039086897,0.014412154,0.024674743
CUST_001993,0.20936358,0.18473057,0.024633005
CUST_001855,0.026854448,0.0022299264,0.02462452
CUST_004682,0.028356204,0.0037324491,0.024623755
CUST_003934,0.09029584,0.0657556,0.024540238
CUST_007424,0.04034782,0.015835356,0.024512462
CUST_006050,0.03379646,0.009304349,0.024492111
CUST_005878,0.45755604,0.43310463,0.024451405
CUST_004664,0.07717123,0.052790426,0.024380803
CUST_002641,0.07615314,0.051812124,0.024341013
CUST_005516,0.027628709,0.003330125,0.024298584
CUST_008122,0.060708996,0.03643317,0.024275824
CUST_002075,0.049841717,0.025575556,0.024266161
CUST_004832,0.06718265,0.042931005,0.024251647
CUST_005724,0.07964268,0.05539732,0.024245363
CUST_004629,0.044865463,0.020639926,0.024225537
CUST_003101,0.028894605,0.0046722065,0.024222398
CUST_005778,0.06533135,0.041170824,0.024160523
